JGI_Emihu1
417528
104580
415810
364889
426989
441645
56186
428286
432636
64224
418341
194568
210280
427275
110366
216654
212232
441919
365588
106557
416179
438165
426835
433495
463658
462451
433665
435400
458486
357847
243348
69724
420918
432393
416950
68547
65534
369783
52098
315231
211791
426521
432373
454835
462645
434881
419908
360281
437252
441403
68570
466893
452339
416204
308857
437003
455311
467825
357433
457592
73582
427913
442353
372522
64565
358602
69975
470615
429366
440609
70516
201997
216212
54203
441261
446255
68429
201154
428839
435848
449277
71449
63089
112566
453474
447996
435152
69471
419681
456953
53527
63173
114260
117848
424485
448559
68295
208320
432120
67418
208503
438850
454011
462082
446442
115368
73074
228113
71246
43128
420527
62607
435908
201559
438321
316234
468597
461699
222411
467173
433254
414809
197644
53510
64898
443060
68651
451649
219207
425759
95420
415523
66842
460972
428142
95245
432264
53855
52859
42214
213639
451944
448459
352114
434451
449875
198361
194512
426304
216904
50949
434349
422537
63832
194995
55432
52931
432334
441299
451926
208887
46671
466998
422007
465547
198908
432589
309902
354528
441448
459546
458298
440242
440368
313952
423817
462990
67341
64273
221638
443181
57302
448149
56186
44073
434516
354743
444084
433828
215831
451464
47921
461601
360999
470219
459461
450910
448420
67933
55011
432437
68584
227604
107852
438067
99982
74893
420443
451133
434211
74977
433874
73662
63485
63180
467883
436915
440279
439923
45995
47218
359474
240172
416107
356209
436182
196456
58588
114364
199455
349815
225551
441265
457350
442619
459364
424606
224177
417393
420765
456686
62942
462457
235679
428642
418794
462178
198328
466422
206881
50708
471366
244659
68485
430948
457510
47260
214135
69326
464198
418014
72196
215699
58282
66072
442519
66076
453895
439707
227266
440955
462234
107175
218298
463659
447716
97762
429609
70809
415743
349539
415433
70141
218353
451883
469577
68776
73015
434386
45021
463135
442993
415495
41212
416268
460924
316391
458662
430761
451334
213149
314748
61124
435744
445169
64817
218955
242941
456563
428183
47653
465631
415505
218380
68433
414448
431895
432905
428126
59424
65576
455379
223278
72820
426313
48337
463559
67063
355649
438506
435103
212476
426881
102910
69733
236065
451414
197231
467353
53434
198024
359184
213764
437725
69525
219492
60912
42597
456543
454632
454632
470207
51150
465027
415737
239467
209748
76170
225692
439145
247082
43987
97524
46715
465364
443869
466113
62524
437738
437487
445645
456474
418599
200603
198242
464820
432033
205479
241873
433073
466844
443792
102870
418272
351730
365889
356928
311254
63199
422129
448346
441722
55833
314847
314847
465724
58908
41278
260386
464274
450767
451211
457672
442181
442242
362359
63753
63678
438899
454151
99212
467087
456254
451158
438529
436648
451551
61727
466980
204139
417170
426566
67126
465220
454897
431101
56680
414681
434315
196227
451325
463036
439540
433471
451022
464871
452340
455557
73993
454974
448747
453373
452085
203188
462385
61494
105587
73141
357086
68366
450399
78128
434761
66614
70641
426269
421500
466127
227823
428968
73670
437052
422534
470315
436305
423073
449765
63451
70385
443903
259510
194665
125654
416006
427895
40729
438269
442322
427667
425734
429015
71786
427966
55855
106321
123290
232772
454165
54874
63547
466261
426412
462569
467901
424500
61344
428330
72492
446110
310595
65804
211392
66633
447507
415666
438048
465191
64104
441739
467386
363806
69515
463245
426064
120892
418722
441654
316995
449933
209055
202791
448590
47434
448569
63016
65618
252292
436574
209137
65928
454906
350324
221726
61471
356503
234696
201520
75451
461030
114215
432459
197126
434836
450890
424199
447724
71663
448062
111477
222940
454700
457170
454160
101338
448185
436758
359108
104255
462917
445032
453823
426517
51239
69198
46771
63878
250683
430070
464243
432312
64838
433096
434850
225554
354398
208114
435461
352634
466668
231619
212104
438210
426056
52551
433142
62772
225122
462535
413744
451446
438257
77213
95378
64057
440786
420637
434747
194861
448407
425018
221073
49782
58207
438661
434550
217910
98222
430591
198859
44317
68148
359239
77385
63324
448126
433832
414359
62049
435377
417208
414472
414472
423761
442028
448193
434598
73108
73171
209761
115658
215177
243569
200290
415931
44452
206656
467973
427386
442074
68103
60986
64185
363767
417169
447448
467360
425916
414529
63808
47083
420746
449967
451245
417676
77336
422936
66337
361737
215132
221716
221716
362575
462176
221548
194396
43058
311819
73755
120994
256467
64001
101170
358111
66002
309350
258834
208917
418804
451253
437270
450250
103787
465321
428787
75975
310533
416957
462980
355312
423965
233079
77265
110979
234133
469622
452436
211558
452918
212568
435128
71210
219888
438793
416037
439738
194737
467969
454161
64844
53566
236128
64876
211403
54601
459379
449867
253304
67088
435703
461221
434640
433725
206625
66448
453760
94972
61745
357748
226502
230385
425634
114948
417860
311896
438455
415539
66465
70361
104391
356452
454120
102430
420555
450514
428578
66324
437651
470533
433309
310916
107923
425833
430969
260532
434395
442092
432859
44147
56054
309232
97877
461628
107240
113924
47157
215586
468400
448761
354368
100320
258057
453544
52642
438450
76734
459994
434769
41925
437605
67355
63166
224807
437007
465008
415128
449248
435158
468791
429140
224570
310388
99001
441352
421924
69783
416309
468702
101568
422288
440585
45058
424157
221723
458280
450596
466941
353559
59608
231986
357467
102357
59784
45129
204380
61074
62237
212580
455955
367273
200140
200109
444171
58907
209392
358442
58777
461772
64955
64232
60285
436308
65422
417498
433504
467332
449934
123833
415402
455448
418229
54282
60882
59431
197460
231780
65960
361067
62827
426069
214290
449669
256845
456021
419006
440119
448862
456145
102422
451907
54868
70317
450678
457466
68124
421349
310913
433371
459230
438194
58000
61989
95019
67081
426724
417423
434804
433742
453758
316803
101352
248440
438040
63613
434886
233126
51701
102035
458574
243123
427005
439359
229965
61598
454687
64064
114062
63977
463519
433378
59557
414778
451580
451093
464213
100287
447604
450720
97251
118282
200144
453721
426375
63188
436533
416776
458972
364950
55391
213732
73420
68285
436052
194750
424475
64447
443014
107489
434946
435978
458728
103754
363263
452664
310561
466351
249939
235540
41775
234154
435105
442798
356218
432479
102732
458270
428205
361216
64643
63841
465242
45914
44556
469954
433458
366908
458955
441734
452958
415987
106737
420632
69047
69206
442818
426384
433869
415245
416264
448933
40952
202750
422004
117691
466575
54726
109999
451041
432780
70855
122872
247208
311691
456525
368295
197472
48859
439764
71897
438398
232861
54705
427101
194091
200862
418435
350745
52549
469449
441561
