OG_name	Emi219	Emi370	Emi374	Emi379	Emihu1	
OG1_5_8024	1	1	1	1	1	
OG1_5_8025	1	1	1	1	1	
OG1_5_8026	1	2	1	1	0	
OG1_5_8027	1	1	1	1	1	
OG1_5_8028	1	1	1	1	1	
OG1_5_8029	1	1	1	1	1	
OG1_5_8030	1	1	1	1	1	
OG1_5_8031	1	1	1	1	1	
OG1_5_8032	1	1	1	1	1	
OG1_5_8033	1	1	1	1	1	
OG1_5_8034	1	1	1	1	1	
OG1_5_8035	1	1	1	1	1	
OG1_5_8036	1	2	1	1	0	
OG1_5_8037	1	1	1	1	1	
OG1_5_8038	1	1	1	1	1	
OG1_5_8039	2	2	0	0	1	
OG1_5_8040	1	1	1	1	1	
OG1_5_8041	1	1	1	1	1	
OG1_5_8042	1	1	1	1	1	
OG1_5_8043	1	1	1	1	1	
OG1_5_8044	1	1	1	1	1	
OG1_5_8045	1	1	1	1	1	
OG1_5_8046	1	1	1	1	1	
OG1_5_8047	1	1	1	1	1	
OG1_5_8048	1	1	1	1	1	
OG1_5_8049	1	1	1	1	1	
OG1_5_8050	1	1	1	1	1	
OG1_5_8051	1	1	1	1	1	
OG1_5_8052	1	1	1	1	1	
OG1_5_8053	1	1	1	1	1	
OG1_5_8054	1	1	1	1	1	
OG1_5_8055	1	1	1	1	1	
OG1_5_8056	1	1	1	1	1	
OG1_5_8057	1	1	1	1	1	
OG1_5_8058	1	2	0	1	1	
OG1_5_8059	1	1	1	1	1	
OG1_5_8060	1	1	1	1	1	
OG1_5_8061	1	1	0	2	1	
OG1_5_8062	1	2	1	1	0	
OG1_5_8063	1	1	1	1	1	
OG1_5_8064	1	1	1	1	1	
OG1_5_8065	1	1	1	1	1	
OG1_5_8066	1	1	1	1	1	
OG1_5_8067	1	1	1	1	1	
OG1_5_8068	1	1	1	1	1	
OG1_5_8069	1	1	1	1	1	
OG1_5_8070	1	1	1	1	1	
OG1_5_8071	1	1	1	1	1	
OG1_5_8072	1	1	1	1	1	
OG1_5_8073	1	1	1	1	1	
OG1_5_8074	1	1	1	1	1	
OG1_5_8075	1	1	1	1	1	
OG1_5_8076	2	1	0	1	1	
OG1_5_8077	1	1	1	1	1	
OG1_5_8078	1	1	1	1	1	
OG1_5_8079	1	1	1	1	1	
OG1_5_8080	1	1	1	1	1	
OG1_5_8081	1	1	1	1	1	
OG1_5_8082	1	1	1	1	1	
OG1_5_8083	1	1	1	1	1	
OG1_5_8084	1	1	1	1	1	
OG1_5_8085	1	1	0	1	2	
OG1_5_8086	1	1	1	1	1	
OG1_5_8087	1	1	1	1	1	
OG1_5_8088	1	1	1	1	1	
OG1_5_8089	1	1	1	1	1	
OG1_5_8090	1	1	1	1	1	
OG1_5_8091	1	1	1	1	1	
OG1_5_8092	1	1	1	1	1	
OG1_5_8093	1	1	1	1	1	
OG1_5_8094	1	1	1	1	1	
OG1_5_8095	1	1	1	1	1	
OG1_5_8096	1	1	1	1	1	
OG1_5_8097	1	1	1	1	1	
OG1_5_8098	1	1	1	1	1	
OG1_5_8099	1	1	1	1	1	
OG1_5_8100	1	1	1	1	1	
OG1_5_8101	1	1	1	1	1	
OG1_5_8102	1	1	1	1	1	
OG1_5_8103	2	1	1	0	1	
OG1_5_8104	1	1	1	1	1	
OG1_5_8105	1	1	1	1	1	
OG1_5_8106	1	1	1	1	1	
OG1_5_8107	1	1	1	1	1	
OG1_5_8108	1	1	1	1	1	
OG1_5_8109	1	1	1	1	1	
OG1_5_8110	1	1	1	1	1	
OG1_5_8111	1	1	1	1	1	
OG1_5_8112	1	1	1	1	1	
OG1_5_8113	1	1	1	2	0	
OG1_5_8114	1	1	1	1	1	
OG1_5_8115	1	1	0	2	1	
OG1_5_8116	1	1	1	1	1	
OG1_5_8117	1	1	1	1	1	
OG1_5_8118	1	1	1	1	1	
OG1_5_8119	1	1	1	1	1	
OG1_5_8120	1	2	2	0	0	
OG1_5_8121	1	1	1	1	1	
OG1_5_8122	1	1	1	1	1	
OG1_5_8123	1	1	0	1	2	
OG1_5_8124	1	1	1	1	1	
OG1_5_8125	1	1	1	1	1	
OG1_5_8126	1	1	1	1	1	
OG1_5_8127	1	1	1	1	1	
OG1_5_8128	1	1	1	1	1	
OG1_5_8129	1	1	1	1	1	
OG1_5_8130	1	1	1	1	1	
OG1_5_8131	1	1	1	1	1	
OG1_5_8132	1	1	1	1	1	
OG1_5_8133	1	1	1	1	1	
OG1_5_8134	1	2	1	0	1	
OG1_5_8135	1	1	1	1	1	
OG1_5_8136	1	1	1	1	1	
OG1_5_8137	1	1	1	1	1	
OG1_5_8138	1	1	1	1	1	
OG1_5_8139	1	1	1	1	1	
OG1_5_8140	1	1	1	1	1	
OG1_5_8141	1	1	1	1	1	
OG1_5_8142	1	1	1	1	1	
OG1_5_8143	1	2	1	0	1	
OG1_5_8144	1	1	1	1	1	
OG1_5_8145	1	1	1	1	1	
OG1_5_8146	1	1	1	1	1	
OG1_5_8147	2	2	0	0	1	
OG1_5_8148	1	1	1	1	1	
OG1_5_8149	1	1	1	1	1	
OG1_5_8150	1	1	1	1	1	
OG1_5_8151	1	1	1	1	1	
OG1_5_8152	1	1	1	1	1	
OG1_5_8153	1	1	1	1	1	
OG1_5_8154	1	1	1	1	1	
OG1_5_8155	1	1	1	1	1	
OG1_5_8156	1	1	1	1	1	
OG1_5_8157	1	1	1	1	1	
OG1_5_8158	1	1	1	1	1	
OG1_5_8159	1	1	1	1	1	
OG1_5_8160	1	2	1	1	0	
OG1_5_8161	1	1	2	1	0	
OG1_5_8162	1	1	1	1	1	
OG1_5_8163	1	1	1	1	1	
OG1_5_8164	1	1	1	1	1	
OG1_5_8165	1	1	1	1	1	
OG1_5_8166	1	1	1	1	1	
OG1_5_8167	1	1	1	1	1	
OG1_5_8168	1	1	1	1	1	
OG1_5_8169	1	2	1	1	0	
OG1_5_8170	1	1	1	1	1	
OG1_5_8171	1	1	1	1	1	
OG1_5_8172	1	1	1	1	1	
OG1_5_8173	1	1	1	1	1	
OG1_5_8174	1	1	1	1	1	
OG1_5_8175	1	1	1	1	1	
OG1_5_8176	1	1	1	1	1	
OG1_5_8177	2	1	0	0	2	
OG1_5_8178	1	1	1	1	1	
OG1_5_8179	1	1	1	1	1	
OG1_5_8180	1	2	1	1	0	
OG1_5_8181	1	1	1	1	1	
OG1_5_8182	1	1	1	1	1	
OG1_5_8183	1	1	1	1	1	
OG1_5_8184	1	1	0	2	1	
OG1_5_8185	1	0	1	1	2	
OG1_5_8186	1	1	1	1	1	
OG1_5_8187	1	1	1	1	1	
OG1_5_8188	2	1	1	1	0	
OG1_5_8189	1	2	1	1	0	
OG1_5_8190	1	1	1	1	1	
OG1_5_8191	1	2	0	1	1	
OG1_5_8192	1	1	1	1	1	
OG1_5_8193	1	1	1	1	1	
OG1_5_8194	1	1	1	1	1	
OG1_5_8195	1	1	1	1	1	
OG1_5_8196	1	1	1	1	1	
OG1_5_8197	1	1	1	1	1	
OG1_5_8198	1	1	1	1	1	
OG1_5_8199	1	1	1	1	1	
OG1_5_8200	1	1	0	1	2	
OG1_5_8201	2	2	0	0	1	
OG1_5_8202	1	1	1	1	1	
OG1_5_8203	1	1	1	1	1	
OG1_5_8204	1	1	1	1	1	
OG1_5_8205	1	1	0	1	2	
OG1_5_8206	1	1	1	1	1	
OG1_5_8207	1	1	1	1	1	
OG1_5_8208	1	1	1	1	1	
OG1_5_8209	1	1	1	1	1	
OG1_5_8210	1	1	1	1	1	
OG1_5_8211	1	1	1	1	1	
OG1_5_8212	1	1	1	1	1	
OG1_5_8213	1	1	1	1	1	
OG1_5_8214	1	1	1	1	1	
OG1_5_8215	1	1	1	1	1	
OG1_5_8216	1	1	1	1	1	
OG1_5_8217	1	1	1	0	2	
OG1_5_8218	1	1	1	1	1	
OG1_5_8219	1	1	1	1	1	
OG1_5_8220	1	1	1	1	1	
OG1_5_8221	1	1	1	1	1	
OG1_5_8222	1	1	1	1	1	
OG1_5_8223	1	1	1	1	1	
OG1_5_8224	1	1	1	1	1	
OG1_5_8225	1	1	1	1	1	
OG1_5_8226	1	1	1	1	1	
OG1_5_8227	1	1	1	1	1	
OG1_5_8228	1	1	1	1	1	
OG1_5_8229	1	1	1	1	1	
OG1_5_8230	1	1	1	1	1	
OG1_5_8231	1	1	1	1	1	
OG1_5_8232	1	1	1	1	1	
OG1_5_8233	1	1	1	1	1	
OG1_5_8234	1	1	1	0	2	
OG1_5_8235	1	1	1	1	1	
OG1_5_8236	1	1	1	1	1	
OG1_5_8237	1	1	1	1	1	
OG1_5_8238	1	1	1	1	1	
OG1_5_8239	1	1	1	1	1	
OG1_5_8240	1	1	1	1	1	
OG1_5_8241	1	1	1	1	1	
OG1_5_8242	1	1	1	1	1	
OG1_5_8243	1	1	1	1	1	
OG1_5_8244	1	1	0	2	1	
OG1_5_8245	1	1	1	1	1	
OG1_5_8246	1	1	1	1	1	
OG1_5_8247	1	1	1	1	1	
OG1_5_8248	1	1	1	1	1	
OG1_5_8249	1	1	1	1	1	
OG1_5_8250	1	2	1	1	0	
OG1_5_8251	1	1	1	1	1	
OG1_5_8252	1	1	1	1	1	
OG1_5_8253	1	1	1	1	1	
OG1_5_8254	1	1	1	2	0	
OG1_5_8255	1	1	1	1	1	
OG1_5_8256	1	1	1	1	1	
OG1_5_8257	1	2	1	1	0	
OG1_5_8258	1	1	1	1	1	
OG1_5_8259	1	1	1	1	1	
OG1_5_8260	1	1	1	1	1	
OG1_5_8261	1	1	1	1	1	
OG1_5_8262	1	1	1	1	1	
OG1_5_8263	1	1	1	1	1	
OG1_5_8264	1	1	1	1	1	
OG1_5_8265	1	2	0	1	1	
OG1_5_8266	1	1	1	1	1	
OG1_5_8267	1	2	1	1	0	
OG1_5_8268	1	1	1	1	1	
OG1_5_8269	1	1	1	1	1	
OG1_5_8270	1	1	1	0	2	
OG1_5_8271	1	1	1	1	1	
OG1_5_8272	1	1	1	1	1	
OG1_5_8273	1	1	1	1	1	
OG1_5_8274	1	1	1	1	1	
OG1_5_8275	1	1	1	1	1	
OG1_5_8276	1	1	0	1	2	
OG1_5_8277	2	1	1	1	0	
OG1_5_8278	1	1	1	1	1	
OG1_5_8279	1	1	1	2	0	
OG1_5_8280	1	1	1	1	1	
OG1_5_8281	1	1	1	1	1	
OG1_5_8282	1	1	1	1	1	
OG1_5_8283	1	1	1	1	1	
OG1_5_8284	1	1	1	1	1	
OG1_5_8285	1	1	1	1	1	
OG1_5_8286	1	1	0	2	1	
OG1_5_8287	1	1	1	1	1	
OG1_5_8288	1	1	1	1	1	
OG1_5_8289	1	1	1	1	1	
OG1_5_8290	1	1	2	0	1	
OG1_5_8291	1	1	1	1	1	
OG1_5_8292	1	1	1	1	1	
OG1_5_8293	1	1	1	1	1	
OG1_5_8294	1	1	1	1	1	
OG1_5_8295	1	1	1	1	1	
OG1_5_8296	1	1	1	1	1	
OG1_5_8297	1	1	1	1	1	
OG1_5_8298	0	1	1	2	1	
OG1_5_8299	1	1	1	1	1	
OG1_5_8300	1	1	1	1	1	
OG1_5_8301	1	1	0	2	1	
OG1_5_8302	2	2	0	0	1	
OG1_5_8303	1	2	1	1	0	
OG1_5_8304	1	1	1	1	1	
OG1_5_8305	1	1	1	1	1	
OG1_5_8306	1	1	1	1	1	
OG1_5_8307	1	1	1	1	1	
OG1_5_8308	1	1	1	1	1	
OG1_5_8309	1	1	1	1	1	
OG1_5_8310	1	1	1	1	1	
OG1_5_8311	1	1	1	1	1	
OG1_5_8312	1	1	1	1	1	
OG1_5_8313	1	1	1	1	1	
OG1_5_8314	1	1	1	1	1	
OG1_5_8315	2	1	0	1	1	
OG1_5_8316	1	1	1	1	1	
OG1_5_8317	2	1	0	1	1	
OG1_5_8318	1	1	1	1	1	
OG1_5_8319	1	1	1	1	1	
OG1_5_8320	1	1	1	1	1	
OG1_5_8321	1	1	1	1	1	
OG1_5_8322	1	1	1	1	1	
OG1_5_8323	1	1	1	1	1	
OG1_5_8324	1	1	1	1	1	
OG1_5_8325	1	1	1	1	1	
OG1_5_8326	1	1	1	1	1	
OG1_5_8327	1	1	2	0	1	
OG1_5_8328	1	1	0	1	2	
OG1_5_8329	1	1	1	1	1	
OG1_5_8330	1	1	2	1	0	
OG1_5_8331	1	1	1	1	1	
OG1_5_8332	1	1	1	1	1	
OG1_5_8333	1	1	1	1	1	
OG1_5_8334	1	1	1	1	1	
OG1_5_8335	1	1	0	1	2	
OG1_5_8336	1	1	1	1	1	
OG1_5_8337	1	0	1	1	2	
OG1_5_8338	1	1	1	1	1	
OG1_5_8339	1	1	1	1	1	
OG1_5_8340	1	1	1	1	1	
OG1_5_8341	1	1	1	1	1	
OG1_5_8342	1	1	1	1	1	
OG1_5_8343	1	1	1	1	1	
OG1_5_8344	1	1	1	1	1	
OG1_5_8345	1	1	1	1	1	
OG1_5_8346	1	1	1	1	1	
OG1_5_8347	1	1	1	1	1	
OG1_5_8348	1	1	1	1	1	
OG1_5_8349	1	1	1	1	1	
OG1_5_8350	1	1	1	1	1	
OG1_5_8351	1	1	1	1	1	
OG1_5_8352	1	1	1	1	1	
OG1_5_8353	1	1	1	1	1	
OG1_5_8354	1	1	1	1	1	
OG1_5_8355	1	1	1	1	1	
OG1_5_8356	1	1	1	1	1	
OG1_5_8357	1	1	1	1	1	
OG1_5_8358	1	1	1	1	1	
OG1_5_8359	1	1	1	1	1	
OG1_5_8360	1	1	1	1	1	
OG1_5_8361	1	1	1	1	1	
OG1_5_8362	1	1	1	1	1	
OG1_5_8363	1	2	1	0	1	
OG1_5_8364	1	1	1	1	1	
OG1_5_8365	1	1	1	1	1	
OG1_5_8366	1	1	2	0	1	
OG1_5_8367	1	1	0	2	1	
OG1_5_8368	1	1	1	1	1	
OG1_5_8369	1	1	1	1	1	
OG1_5_8370	1	2	0	0	2	
OG1_5_8371	2	1	0	1	1	
OG1_5_8372	1	1	1	1	1	
OG1_5_8373	1	1	1	1	1	
OG1_5_8374	1	1	1	1	1	
OG1_5_8375	1	1	1	1	1	
OG1_5_8376	1	1	1	1	1	
OG1_5_8377	1	1	1	1	1	
OG1_5_8378	1	1	1	1	1	
OG1_5_8379	1	1	1	1	1	
OG1_5_8380	1	1	1	1	1	
OG1_5_8381	1	1	1	1	1	
OG1_5_8382	1	1	1	1	1	
OG1_5_8383	1	1	1	1	1	
OG1_5_8384	1	1	1	1	1	
OG1_5_8385	1	1	1	1	1	
OG1_5_8386	1	1	1	1	1	
OG1_5_8387	1	1	0	2	1	
OG1_5_8388	1	1	1	1	1	
OG1_5_8389	1	1	1	1	1	
OG1_5_8390	1	1	1	1	1	
OG1_5_8391	1	1	1	1	1	
OG1_5_8392	1	2	0	0	2	
OG1_5_8393	1	1	1	1	1	
OG1_5_8394	1	1	1	1	1	
OG1_5_8395	1	1	1	1	1	
OG1_5_8396	1	1	1	1	1	
OG1_5_8397	1	1	1	1	1	
OG1_5_8398	1	1	1	1	1	
OG1_5_8399	1	1	1	1	1	
OG1_5_8400	1	1	1	1	1	
OG1_5_8401	1	1	1	1	1	
OG1_5_8402	1	1	1	1	1	
OG1_5_8403	1	1	1	1	1	
OG1_5_8404	1	1	1	1	1	
OG1_5_8405	1	1	1	1	1	
OG1_5_8406	1	2	0	1	1	
OG1_5_8407	1	1	1	1	1	
OG1_5_8408	1	1	1	1	1	
OG1_5_8409	1	1	1	1	1	
OG1_5_8410	1	1	1	1	1	
OG1_5_8411	1	1	1	1	1	
OG1_5_8412	1	1	1	1	1	
OG1_5_8413	1	1	1	1	1	
OG1_5_8414	1	1	1	1	1	
OG1_5_8415	1	1	1	1	1	
OG1_5_8416	1	3	0	0	1	
OG1_5_8417	1	1	1	1	1	
OG1_5_8418	1	1	1	1	1	
OG1_5_8419	1	1	1	1	1	
OG1_5_8420	1	1	1	1	1	
OG1_5_8421	1	2	0	1	1	
OG1_5_8422	1	1	1	1	1	
OG1_5_8423	1	1	1	1	1	
OG1_5_8424	1	1	1	1	1	
OG1_5_8425	1	1	1	1	1	
OG1_5_8426	1	2	1	0	1	
OG1_5_8427	1	1	1	1	1	
OG1_5_8428	1	1	1	1	1	
OG1_5_8429	1	1	1	1	1	
OG1_5_8430	1	1	1	1	1	
OG1_5_8431	1	1	1	1	1	
OG1_5_8432	1	2	1	0	1	
OG1_5_8433	1	1	1	1	1	
OG1_5_8434	1	1	1	1	1	
OG1_5_8435	1	1	1	1	1	
OG1_5_8436	1	1	1	1	1	
OG1_5_8437	1	1	1	1	1	
OG1_5_8438	1	2	0	1	1	
OG1_5_8439	1	1	1	1	1	
OG1_5_8440	1	1	1	1	1	
OG1_5_8441	1	1	1	1	1	
OG1_5_8442	1	1	1	1	1	
OG1_5_8443	1	1	1	1	1	
OG1_5_8444	1	2	0	1	1	
OG1_5_8445	1	1	1	1	1	
OG1_5_8446	1	1	1	1	1	
OG1_5_8447	1	1	1	1	1	
OG1_5_8448	1	1	1	1	1	
OG1_5_8449	1	1	1	1	1	
OG1_5_8450	1	1	1	1	1	
OG1_5_8451	1	1	1	1	1	
OG1_5_8452	1	1	1	1	1	
OG1_5_8453	1	1	1	1	1	
OG1_5_8454	1	1	1	1	1	
OG1_5_8455	1	1	1	1	1	
OG1_5_8456	1	1	1	1	1	
OG1_5_8457	1	1	1	1	1	
OG1_5_8458	1	1	1	1	1	
OG1_5_8459	1	1	1	1	1	
OG1_5_8460	1	1	1	2	0	
OG1_5_8461	1	1	0	1	2	
OG1_5_8462	1	1	1	1	1	
OG1_5_8463	1	1	1	1	1	
OG1_5_8464	1	2	0	1	1	
OG1_5_8465	1	1	1	1	1	
OG1_5_8466	1	1	1	1	1	
OG1_5_8467	1	1	1	1	1	
OG1_5_8468	1	1	1	1	1	
OG1_5_8469	1	1	1	1	1	
OG1_5_8470	1	1	1	1	1	
OG1_5_8471	1	1	1	1	1	
OG1_5_8472	1	1	1	1	1	
OG1_5_8473	1	1	1	1	1	
OG1_5_8474	1	1	1	1	1	
OG1_5_8475	1	1	1	1	1	
OG1_5_8476	1	1	1	1	1	
OG1_5_8477	2	1	2	0	0	
OG1_5_8478	1	1	1	1	1	
OG1_5_8479	1	1	1	1	1	
OG1_5_8480	2	2	0	0	1	
OG1_5_8481	1	1	1	1	1	
OG1_5_8482	1	1	1	1	1	
OG1_5_8483	1	1	1	1	1	
OG1_5_8484	1	1	0	2	1	
OG1_5_8485	1	1	1	1	1	
OG1_5_8486	1	1	1	1	1	
OG1_5_8487	1	1	1	1	1	
OG1_5_8488	1	1	1	1	1	
OG1_5_8489	1	1	0	2	1	
OG1_5_8490	1	1	1	1	1	
OG1_5_8491	1	1	1	1	1	
OG1_5_8492	1	1	0	1	2	
OG1_5_8493	1	2	1	0	1	
OG1_5_8494	1	1	1	1	1	
OG1_5_8495	1	1	1	1	1	
OG1_5_8496	1	1	1	1	1	
OG1_5_8497	1	1	1	1	1	
OG1_5_8498	1	1	1	1	1	
OG1_5_8499	1	1	1	1	1	
OG1_5_8500	1	1	1	1	1	
OG1_5_8501	1	1	1	1	1	
OG1_5_8502	1	1	1	1	1	
OG1_5_8503	1	1	2	0	1	
OG1_5_8504	1	1	1	1	1	
OG1_5_8505	1	1	1	2	0	
OG1_5_8506	1	1	1	1	1	
OG1_5_8507	1	1	1	1	1	
OG1_5_8508	1	1	1	1	1	
OG1_5_8509	1	1	1	1	1	
OG1_5_8510	1	1	1	1	1	
OG1_5_8511	1	1	1	1	1	
OG1_5_8512	1	1	0	1	2	
OG1_5_8513	1	1	1	1	1	
OG1_5_8514	0	2	1	2	0	
OG1_5_8515	1	1	1	1	1	
OG1_5_8516	1	1	1	1	1	
OG1_5_8517	1	1	1	1	1	
OG1_5_8518	1	1	1	1	1	
OG1_5_8519	1	1	1	1	1	
OG1_5_8520	1	2	0	2	0	
OG1_5_8521	1	1	1	1	1	
OG1_5_8522	1	1	1	1	1	
OG1_5_8523	1	2	0	1	1	
OG1_5_8524	1	1	1	1	1	
OG1_5_8525	1	1	1	1	1	
OG1_5_8526	1	1	1	1	1	
OG1_5_8527	1	1	1	0	2	
OG1_5_8528	1	1	1	1	1	
OG1_5_8529	1	1	1	1	1	
OG1_5_8530	1	1	1	1	1	
OG1_5_8531	1	1	1	1	1	
OG1_5_8532	1	1	1	1	1	
OG1_5_8533	1	1	1	1	1	
OG1_5_8534	1	1	1	1	1	
OG1_5_8535	1	1	1	1	1	
OG1_5_8536	1	1	1	1	1	
OG1_5_8537	1	1	1	1	1	
OG1_5_8538	1	1	0	1	2	
OG1_5_8539	1	1	1	1	1	
OG1_5_8540	1	1	2	0	1	
OG1_5_8541	1	1	1	1	1	
OG1_5_8542	1	1	1	1	1	
OG1_5_8543	1	1	1	1	1	
OG1_5_8544	1	1	1	1	1	
OG1_5_8545	1	1	1	1	1	
OG1_5_8546	1	1	0	1	2	
OG1_5_8547	1	1	1	1	1	
OG1_5_8548	1	1	1	1	1	
OG1_5_8549	1	1	1	1	1	
OG1_5_8550	1	1	0	1	2	
OG1_5_8551	1	2	1	1	0	
OG1_5_8552	1	1	1	1	1	
OG1_5_8553	1	1	1	1	1	
OG1_5_8554	1	1	1	1	1	
OG1_5_8555	1	1	1	0	2	
OG1_5_8556	1	1	1	0	2	
OG1_5_8557	1	1	0	1	2	
OG1_5_8558	1	1	1	1	1	
OG1_5_8559	1	1	1	1	1	
OG1_5_8560	1	1	1	1	1	
OG1_5_8561	1	1	1	1	1	
OG1_5_8562	1	1	1	1	1	
OG1_5_8563	1	1	1	1	1	
OG1_5_8564	1	1	1	1	1	
OG1_5_8565	1	1	1	1	1	
OG1_5_8566	1	1	1	1	1	
OG1_5_8567	1	1	1	1	1	
OG1_5_8568	1	1	1	1	1	
OG1_5_8569	1	1	1	1	1	
OG1_5_8570	1	1	1	1	1	
OG1_5_8571	1	1	1	1	1	
OG1_5_8572	1	1	1	1	1	
OG1_5_8573	1	1	0	2	1	
OG1_5_8574	1	1	1	1	1	
OG1_5_8575	1	1	1	1	1	
OG1_5_8576	1	1	1	1	1	
OG1_5_8577	1	1	1	1	1	
OG1_5_8578	1	1	1	1	1	
OG1_5_8579	1	1	1	1	1	
OG1_5_8580	1	1	1	1	1	
OG1_5_8581	1	1	1	1	1	
OG1_5_8582	1	1	1	1	1	
OG1_5_8583	1	1	1	1	1	
OG1_5_8584	1	1	1	1	1	
OG1_5_8585	1	1	1	1	1	
OG1_5_8586	1	1	1	1	1	
OG1_5_8587	1	1	1	1	1	
OG1_5_8588	1	1	1	1	1	
OG1_5_8589	1	1	1	1	1	
OG1_5_8590	1	1	1	1	1	
OG1_5_8591	1	1	2	1	0	
OG1_5_8592	1	1	1	1	1	
OG1_5_8593	1	1	1	1	1	
OG1_5_8594	1	2	0	1	1	
OG1_5_8595	1	1	1	1	1	
OG1_5_8596	1	1	1	1	1	
OG1_5_8597	1	1	1	1	1	
OG1_5_8598	1	1	1	1	1	
OG1_5_8599	1	1	1	1	1	
OG1_5_8600	1	1	1	1	1	
OG1_5_8601	1	1	1	1	1	
OG1_5_8602	1	1	1	1	1	
OG1_5_8603	1	1	1	1	1	
OG1_5_8604	1	1	1	1	1	
OG1_5_8605	1	1	1	1	1	
OG1_5_8606	1	1	1	1	1	
OG1_5_8607	1	1	1	1	1	
OG1_5_8608	1	1	1	0	2	
OG1_5_8609	1	1	1	1	1	
OG1_5_8610	1	1	1	1	1	
OG1_5_8611	1	1	1	1	1	
OG1_5_8612	1	1	1	1	1	
OG1_5_8613	1	1	1	1	1	
OG1_5_8614	1	0	2	1	1	
OG1_5_8615	1	1	1	1	1	
OG1_5_8616	1	1	1	1	1	
OG1_5_8617	1	1	1	1	1	
OG1_5_8618	1	1	1	1	1	
OG1_5_8619	1	1	1	1	1	
OG1_5_8620	1	1	1	1	1	
OG1_5_8621	1	1	1	1	1	
OG1_5_8622	1	1	1	1	1	
OG1_5_8623	1	1	1	1	1	
OG1_5_8624	1	1	1	1	1	
OG1_5_8625	1	1	1	1	1	
OG1_5_8626	1	1	1	1	1	
OG1_5_8627	1	1	1	1	1	
OG1_5_8628	1	1	1	1	1	
OG1_5_8629	1	1	1	1	1	
OG1_5_8630	1	1	2	0	1	
OG1_5_8631	1	1	1	1	1	
OG1_5_8632	1	1	1	1	1	
OG1_5_8633	1	1	1	1	1	
OG1_5_8634	1	1	1	1	1	
OG1_5_8635	1	1	1	1	1	
OG1_5_8636	1	1	1	1	1	
OG1_5_8637	1	1	1	1	1	
OG1_5_8638	1	1	1	1	1	
OG1_5_8639	1	1	1	1	1	
OG1_5_8640	1	1	0	1	2	
OG1_5_8641	1	1	1	1	1	
OG1_5_8642	1	1	1	1	1	
OG1_5_8643	1	1	1	1	1	
OG1_5_8644	1	1	1	1	1	
OG1_5_8645	1	1	1	1	1	
OG1_5_8646	1	1	1	1	1	
OG1_5_8647	1	1	1	1	1	
OG1_5_8648	1	1	1	1	1	
OG1_5_8649	1	1	1	1	1	
OG1_5_8650	1	1	1	1	1	
OG1_5_8651	1	1	1	0	2	
OG1_5_8652	1	1	1	1	1	
OG1_5_8653	1	1	1	1	1	
OG1_5_8654	1	1	1	1	1	
OG1_5_8655	1	1	1	1	1	
OG1_5_8656	1	1	1	1	1	
OG1_5_8657	1	1	1	1	1	
OG1_5_8658	1	1	1	1	1	
OG1_5_8659	1	1	1	1	1	
OG1_5_8660	1	1	1	1	1	
OG1_5_8661	1	1	1	1	1	
OG1_5_8662	1	1	1	1	1	
OG1_5_8663	1	1	1	1	1	
OG1_5_8664	1	1	1	1	1	
OG1_5_8665	1	1	1	1	1	
OG1_5_8666	1	1	1	1	1	
OG1_5_8667	1	1	1	1	1	
OG1_5_8668	1	1	1	1	1	
OG1_5_8669	1	1	1	1	1	
OG1_5_8670	1	1	1	1	1	
OG1_5_8671	1	1	1	1	1	
OG1_5_8672	1	1	1	1	1	
OG1_5_8673	1	1	1	1	1	
OG1_5_8674	1	1	1	1	1	
OG1_5_8675	1	1	1	1	1	
OG1_5_8676	1	1	1	1	1	
OG1_5_8677	1	1	1	1	1	
OG1_5_8678	1	1	1	1	1	
OG1_5_8679	1	1	1	1	1	
OG1_5_8680	1	1	1	1	1	
OG1_5_8681	1	1	1	1	1	
OG1_5_8682	1	1	1	1	1	
OG1_5_8683	1	1	1	1	1	
OG1_5_8684	1	1	1	1	1	
OG1_5_8685	1	1	1	1	1	
OG1_5_8686	1	1	1	1	1	
OG1_5_8687	1	1	1	1	1	
OG1_5_8688	1	1	1	1	1	
OG1_5_8689	1	1	1	1	1	
OG1_5_8690	1	1	1	1	1	
OG1_5_8691	1	1	2	0	1	
OG1_5_8692	1	1	1	1	1	
OG1_5_8693	1	1	1	1	1	
OG1_5_8694	1	1	1	1	1	
OG1_5_8695	1	1	1	1	1	
OG1_5_8696	1	0	2	1	1	
OG1_5_8697	1	1	1	1	1	
OG1_5_8698	1	1	1	1	1	
OG1_5_8699	1	1	1	1	1	
OG1_5_8700	1	1	1	1	1	
OG1_5_8701	1	1	1	1	1	
OG1_5_8702	1	1	1	1	1	
OG1_5_8703	1	0	1	1	2	
OG1_5_8704	1	1	1	1	1	
OG1_5_8705	1	1	1	1	1	
OG1_5_8706	1	1	1	1	1	
OG1_5_8707	1	1	1	1	1	
OG1_5_8708	0	1	1	1	2	
OG1_5_8709	1	1	1	1	1	
OG1_5_8710	1	1	1	1	1	
OG1_5_8711	1	1	1	1	1	
OG1_5_8712	1	1	1	1	1	
OG1_5_8713	1	1	1	1	1	
OG1_5_8714	1	1	1	1	1	
OG1_5_8715	1	1	1	1	1	
OG1_5_8716	1	1	1	1	1	
OG1_5_8717	1	1	1	1	1	
OG1_5_8718	1	1	1	1	1	
OG1_5_8719	1	1	1	1	1	
OG1_5_8720	1	1	1	1	1	
OG1_5_8721	1	1	1	1	1	
