OG_name	Emi219	Emi370	Emi374	Emi379	Emihu1	
OG1_5_6283	1	1	1	1	1
OG1_5_6284	1	1	1	1	1
OG1_5_6285	1	1	1	1	1
OG1_5_6286	1	1	1	1	1
OG1_5_6288	1	1	1	1	1
OG1_5_6289	1	1	1	1	1
OG1_5_6291	1	1	1	1	1
OG1_5_6292	1	1	1	1	1
OG1_5_6293	1	1	1	1	1
OG1_5_6294	1	1	1	1	1
OG1_5_6295	1	1	1	1	1
OG1_5_6296	1	1	1	1	1
OG1_5_6297	1	1	1	1	1
OG1_5_6298	1	1	1	1	1
OG1_5_6301	1	1	1	1	1
OG1_5_6302	1	1	1	1	1
OG1_5_6303	1	1	1	1	1
OG1_5_6305	1	1	1	1	1
OG1_5_6307	1	1	1	1	1
OG1_5_6309	1	1	1	1	1
OG1_5_6310	1	1	1	1	1
OG1_5_6312	1	1	1	1	1
OG1_5_6313	1	1	1	1	1
OG1_5_6314	1	1	1	1	1
OG1_5_6316	1	1	1	1	1
OG1_5_6319	1	1	1	1	1
OG1_5_6320	1	1	1	1	1
OG1_5_6322	1	1	1	1	1
OG1_5_6323	1	1	1	1	1
OG1_5_6324	1	1	1	1	1
OG1_5_6325	1	1	1	1	1
OG1_5_6326	1	1	1	1	1
OG1_5_6327	1	1	1	1	1
OG1_5_6328	1	1	1	1	1
OG1_5_6329	1	1	1	1	1
OG1_5_6330	1	1	1	1	1
OG1_5_6333	1	1	1	1	1
OG1_5_6334	1	1	1	1	1
OG1_5_6335	1	1	1	1	1
OG1_5_6336	1	1	1	1	1
OG1_5_6337	1	1	1	1	1
OG1_5_6339	1	1	1	1	1
OG1_5_6340	1	1	1	1	1
OG1_5_6341	1	1	1	1	1
OG1_5_6342	1	1	1	1	1
OG1_5_6344	1	1	1	1	1
OG1_5_6345	1	1	1	1	1
OG1_5_6346	1	1	1	1	1
OG1_5_6347	1	1	1	1	1
OG1_5_6349	1	1	1	1	1
OG1_5_6351	1	1	1	1	1
OG1_5_6352	1	1	1	1	1
OG1_5_6353	1	1	1	1	1
OG1_5_6354	1	1	1	1	1
OG1_5_6355	1	1	1	1	1
OG1_5_6356	1	1	1	1	1
OG1_5_6357	1	1	1	1	1
OG1_5_6358	1	1	1	1	1
OG1_5_6359	1	1	1	1	1
OG1_5_6360	1	1	1	1	1
OG1_5_6361	1	1	1	1	1
OG1_5_6362	1	1	1	1	1
OG1_5_6363	1	1	1	1	1
OG1_5_6364	1	1	1	1	1
OG1_5_6366	1	1	1	1	1
OG1_5_6367	1	1	1	1	1
OG1_5_6368	1	1	1	1	1
OG1_5_6369	1	1	1	1	1
OG1_5_6370	1	1	1	1	1
OG1_5_6371	1	1	1	1	1
OG1_5_6372	1	1	1	1	1
OG1_5_6374	1	1	1	1	1
OG1_5_6375	1	1	1	1	1
OG1_5_6376	1	1	1	1	1
OG1_5_6377	1	1	1	1	1
OG1_5_6380	1	1	1	1	1
OG1_5_6381	1	1	1	1	1
OG1_5_6382	1	1	1	1	1
OG1_5_6383	1	1	1	1	1
OG1_5_6384	1	1	1	1	1
OG1_5_6385	1	1	1	1	1
OG1_5_6386	1	1	1	1	1
OG1_5_6387	1	1	1	1	1
OG1_5_6388	1	1	1	1	1
OG1_5_6389	1	1	1	1	1
OG1_5_6390	1	1	1	1	1
OG1_5_6391	1	1	1	1	1
OG1_5_6392	1	1	1	1	1
OG1_5_6395	1	1	1	1	1
OG1_5_6396	1	1	1	1	1
OG1_5_6398	1	1	1	1	1
OG1_5_6400	1	1	1	1	1
OG1_5_6401	1	1	1	1	1
OG1_5_6402	1	1	1	1	1
OG1_5_6403	1	1	1	1	1
OG1_5_6404	1	1	1	1	1
OG1_5_6405	1	1	1	1	1
OG1_5_6406	1	1	1	1	1
OG1_5_6407	1	1	1	1	1
OG1_5_6408	1	1	1	1	1
OG1_5_6409	1	1	1	1	1
OG1_5_6411	1	1	1	1	1
OG1_5_6413	1	1	1	1	1
OG1_5_6414	1	1	1	1	1
OG1_5_6418	1	1	1	1	1
OG1_5_6420	1	1	1	1	1
OG1_5_6423	1	1	1	1	1
OG1_5_6424	1	1	1	1	1
OG1_5_6425	1	1	1	1	1
OG1_5_6427	1	1	1	1	1
OG1_5_6429	1	1	1	1	1
OG1_5_6430	1	1	1	1	1
OG1_5_6431	1	1	1	1	1
OG1_5_6433	1	1	1	1	1
OG1_5_6434	1	1	1	1	1
OG1_5_6435	1	1	1	1	1
OG1_5_6436	1	1	1	1	1
OG1_5_6437	1	1	1	1	1
OG1_5_6438	1	1	1	1	1
OG1_5_6440	1	1	1	1	1
OG1_5_6441	1	1	1	1	1
OG1_5_6442	1	1	1	1	1
OG1_5_6444	1	1	1	1	1
OG1_5_6445	1	1	1	1	1
OG1_5_6449	1	1	1	1	1
OG1_5_6451	1	1	1	1	1
OG1_5_6452	1	1	1	1	1
OG1_5_6453	1	1	1	1	1
OG1_5_6454	1	1	1	1	1
OG1_5_6456	1	1	1	1	1
OG1_5_6457	1	1	1	1	1
OG1_5_6458	1	1	1	1	1
OG1_5_6459	1	1	1	1	1
OG1_5_6461	1	1	1	1	1
OG1_5_6462	1	1	1	1	1
OG1_5_6463	1	1	1	1	1
OG1_5_6464	1	1	1	1	1
OG1_5_6465	1	1	1	1	1
OG1_5_6466	1	1	1	1	1
OG1_5_6467	1	1	1	1	1
OG1_5_6468	1	1	1	1	1
OG1_5_6470	1	1	1	1	1
OG1_5_6471	1	1	1	1	1
OG1_5_6472	1	1	1	1	1
OG1_5_6474	1	1	1	1	1
OG1_5_6475	1	1	1	1	1
OG1_5_6476	1	1	1	1	1
OG1_5_6477	1	1	1	1	1
OG1_5_6478	1	1	1	1	1
OG1_5_6480	1	1	1	1	1
OG1_5_6482	1	1	1	1	1
OG1_5_6483	1	1	1	1	1
OG1_5_6484	1	1	1	1	1
OG1_5_6486	1	1	1	1	1
OG1_5_6488	1	1	1	1	1
OG1_5_6489	1	1	1	1	1
OG1_5_6491	1	1	1	1	1
OG1_5_6492	1	1	1	1	1
OG1_5_6493	1	1	1	1	1
OG1_5_6494	1	1	1	1	1
OG1_5_6495	1	1	1	1	1
OG1_5_6497	1	1	1	1	1
OG1_5_6498	1	1	1	1	1
OG1_5_6499	1	1	1	1	1
OG1_5_6500	1	1	1	1	1
OG1_5_6501	1	1	1	1	1
OG1_5_6503	1	1	1	1	1
OG1_5_6504	1	1	1	1	1
OG1_5_6505	1	1	1	1	1
OG1_5_6506	1	1	1	1	1
OG1_5_6507	1	1	1	1	1
OG1_5_6509	1	1	1	1	1
OG1_5_6510	1	1	1	1	1
OG1_5_6512	1	1	1	1	1
OG1_5_6513	1	1	1	1	1
OG1_5_6514	1	1	1	1	1
OG1_5_6515	1	1	1	1	1
OG1_5_6519	1	1	1	1	1
OG1_5_6520	1	1	1	1	1
OG1_5_6521	1	1	1	1	1
OG1_5_6523	1	1	1	1	1
OG1_5_6524	1	1	1	1	1
OG1_5_6525	1	1	1	1	1
OG1_5_6526	1	1	1	1	1
OG1_5_6529	1	1	1	1	1
OG1_5_6530	1	1	1	1	1
OG1_5_6531	1	1	1	1	1
OG1_5_6532	1	1	1	1	1
OG1_5_6533	1	1	1	1	1
OG1_5_6534	1	1	1	1	1
OG1_5_6537	1	1	1	1	1
OG1_5_6540	1	1	1	1	1
OG1_5_6541	1	1	1	1	1
OG1_5_6542	1	1	1	1	1
OG1_5_6543	1	1	1	1	1
OG1_5_6544	1	1	1	1	1
OG1_5_6545	1	1	1	1	1
OG1_5_6546	1	1	1	1	1
OG1_5_6547	1	1	1	1	1
OG1_5_6548	1	1	1	1	1
OG1_5_6549	1	1	1	1	1
OG1_5_6551	1	1	1	1	1
OG1_5_6553	1	1	1	1	1
OG1_5_6556	1	1	1	1	1
OG1_5_6557	1	1	1	1	1
OG1_5_6560	1	1	1	1	1
OG1_5_6561	1	1	1	1	1
OG1_5_6563	1	1	1	1	1
OG1_5_6564	1	1	1	1	1
OG1_5_6565	1	1	1	1	1
OG1_5_6566	1	1	1	1	1
OG1_5_6568	1	1	1	1	1
OG1_5_6570	1	1	1	1	1
OG1_5_6572	1	1	1	1	1
OG1_5_6573	1	1	1	1	1
OG1_5_6574	1	1	1	1	1
OG1_5_6575	1	1	1	1	1
OG1_5_6576	1	1	1	1	1
OG1_5_6578	1	1	1	1	1
OG1_5_6579	1	1	1	1	1
OG1_5_6580	1	1	1	1	1
OG1_5_6581	1	1	1	1	1
OG1_5_6582	1	1	1	1	1
OG1_5_6583	1	1	1	1	1
OG1_5_6584	1	1	1	1	1
OG1_5_6585	1	1	1	1	1
OG1_5_6586	1	1	1	1	1
OG1_5_6587	1	1	1	1	1
OG1_5_6588	1	1	1	1	1
OG1_5_6589	1	1	1	1	1
OG1_5_6590	1	1	1	1	1
OG1_5_6591	1	1	1	1	1
OG1_5_6592	1	1	1	1	1
OG1_5_6593	1	1	1	1	1
OG1_5_6594	1	1	1	1	1
OG1_5_6595	1	1	1	1	1
OG1_5_6596	1	1	1	1	1
OG1_5_6597	1	1	1	1	1
OG1_5_6598	1	1	1	1	1
OG1_5_6599	1	1	1	1	1
OG1_5_6600	1	1	1	1	1
OG1_5_6603	1	1	1	1	1
OG1_5_6604	1	1	1	1	1
OG1_5_6605	1	1	1	1	1
OG1_5_6606	1	1	1	1	1
OG1_5_6607	1	1	1	1	1
OG1_5_6611	1	1	1	1	1
OG1_5_6613	1	1	1	1	1
OG1_5_6614	1	1	1	1	1
OG1_5_6615	1	1	1	1	1
OG1_5_6616	1	1	1	1	1
OG1_5_6617	1	1	1	1	1
