OG_name	Emi219	Emi370	Emi374	Emi379	Emihu1	
OG1_5_6618	1	1	1	1	1
OG1_5_6620	1	1	1	1	1
OG1_5_6622	1	1	1	1	1
OG1_5_6625	1	1	1	1	1
OG1_5_6627	1	1	1	1	1
OG1_5_6628	1	1	1	1	1
OG1_5_6630	1	1	1	1	1
OG1_5_6631	1	1	1	1	1
OG1_5_6632	1	1	1	1	1
OG1_5_6633	1	1	1	1	1
OG1_5_6634	1	1	1	1	1
OG1_5_6635	1	1	1	1	1
OG1_5_6636	1	1	1	1	1
OG1_5_6637	1	1	1	1	1
OG1_5_6639	1	1	1	1	1
OG1_5_6640	1	1	1	1	1
OG1_5_6642	1	1	1	1	1
OG1_5_6644	1	1	1	1	1
OG1_5_6646	1	1	1	1	1
OG1_5_6647	1	1	1	1	1
OG1_5_6650	1	1	1	1	1
OG1_5_6651	1	1	1	1	1
OG1_5_6652	1	1	1	1	1
OG1_5_6653	1	1	1	1	1
OG1_5_6655	1	1	1	1	1
OG1_5_6656	1	1	1	1	1
OG1_5_6657	1	1	1	1	1
OG1_5_6658	1	1	1	1	1
OG1_5_6660	1	1	1	1	1
OG1_5_6661	1	1	1	1	1
OG1_5_6663	1	1	1	1	1
OG1_5_6664	1	1	1	1	1
OG1_5_6665	1	1	1	1	1
OG1_5_6666	1	1	1	1	1
OG1_5_6667	1	1	1	1	1
OG1_5_6669	1	1	1	1	1
OG1_5_6670	1	1	1	1	1
OG1_5_6671	1	1	1	1	1
OG1_5_6672	1	1	1	1	1
OG1_5_6673	1	1	1	1	1
OG1_5_6674	1	1	1	1	1
OG1_5_6676	1	1	1	1	1
OG1_5_6677	1	1	1	1	1
OG1_5_6678	1	1	1	1	1
OG1_5_6679	1	1	1	1	1
OG1_5_6680	1	1	1	1	1
OG1_5_6681	1	1	1	1	1
OG1_5_6683	1	1	1	1	1
OG1_5_6684	1	1	1	1	1
OG1_5_6685	1	1	1	1	1
OG1_5_6687	1	1	1	1	1
OG1_5_6688	1	1	1	1	1
OG1_5_6689	1	1	1	1	1
OG1_5_6691	1	1	1	1	1
OG1_5_6693	1	1	1	1	1
OG1_5_6694	1	1	1	1	1
OG1_5_6695	1	1	1	1	1
OG1_5_6696	1	1	1	1	1
OG1_5_6699	1	1	1	1	1
OG1_5_6701	1	1	1	1	1
OG1_5_6702	1	1	1	1	1
OG1_5_6703	1	1	1	1	1
OG1_5_6704	1	1	1	1	1
OG1_5_6705	1	1	1	1	1
OG1_5_6706	1	1	1	1	1
OG1_5_6708	1	1	1	1	1
OG1_5_6709	1	1	1	1	1
OG1_5_6710	1	1	1	1	1
OG1_5_6711	1	1	1	1	1
OG1_5_6712	1	1	1	1	1
OG1_5_6714	1	1	1	1	1
OG1_5_6716	1	1	1	1	1
OG1_5_6717	1	1	1	1	1
OG1_5_6718	1	1	1	1	1
OG1_5_6720	1	1	1	1	1
OG1_5_6722	1	1	1	1	1
OG1_5_6723	1	1	1	1	1
OG1_5_6724	1	1	1	1	1
OG1_5_6726	1	1	1	1	1
OG1_5_6727	1	1	1	1	1
OG1_5_6729	1	1	1	1	1
OG1_5_6730	1	1	1	1	1
OG1_5_6731	1	1	1	1	1
OG1_5_6732	1	1	1	1	1
OG1_5_6733	1	1	1	1	1
OG1_5_6735	1	1	1	1	1
OG1_5_6736	1	1	1	1	1
OG1_5_6739	1	1	1	1	1
OG1_5_6740	1	1	1	1	1
OG1_5_6742	1	1	1	1	1
OG1_5_6743	1	1	1	1	1
OG1_5_6744	1	1	1	1	1
OG1_5_6745	1	1	1	1	1
OG1_5_6746	1	1	1	1	1
OG1_5_6747	1	1	1	1	1
OG1_5_6748	1	1	1	1	1
OG1_5_6749	1	1	1	1	1
OG1_5_6750	1	1	1	1	1
OG1_5_6751	1	1	1	1	1
OG1_5_6752	1	1	1	1	1
OG1_5_6753	1	1	1	1	1
OG1_5_6754	1	1	1	1	1
OG1_5_6755	1	1	1	1	1
OG1_5_6757	1	1	1	1	1
OG1_5_6758	1	1	1	1	1
OG1_5_6760	1	1	1	1	1
OG1_5_6762	1	1	1	1	1
OG1_5_6763	1	1	1	1	1
OG1_5_6764	1	1	1	1	1
OG1_5_6765	1	1	1	1	1
OG1_5_6766	1	1	1	1	1
OG1_5_6767	1	1	1	1	1
OG1_5_6768	1	1	1	1	1
OG1_5_6769	1	1	1	1	1
OG1_5_6770	1	1	1	1	1
OG1_5_6771	1	1	1	1	1
OG1_5_6772	1	1	1	1	1
OG1_5_6773	1	1	1	1	1
OG1_5_6774	1	1	1	1	1
OG1_5_6777	1	1	1	1	1
OG1_5_6778	1	1	1	1	1
OG1_5_6779	1	1	1	1	1
OG1_5_6780	1	1	1	1	1
OG1_5_6783	1	1	1	1	1
OG1_5_6784	1	1	1	1	1
OG1_5_6785	1	1	1	1	1
OG1_5_6786	1	1	1	1	1
OG1_5_6787	1	1	1	1	1
OG1_5_6789	1	1	1	1	1
OG1_5_6792	1	1	1	1	1
OG1_5_6793	1	1	1	1	1
OG1_5_6794	1	1	1	1	1
OG1_5_6795	1	1	1	1	1
OG1_5_6796	1	1	1	1	1
OG1_5_6797	1	1	1	1	1
OG1_5_6798	1	1	1	1	1
OG1_5_6799	1	1	1	1	1
OG1_5_6801	1	1	1	1	1
OG1_5_6802	1	1	1	1	1
OG1_5_6803	1	1	1	1	1
OG1_5_6804	1	1	1	1	1
OG1_5_6805	1	1	1	1	1
OG1_5_6806	1	1	1	1	1
OG1_5_6807	1	1	1	1	1
OG1_5_6809	1	1	1	1	1
OG1_5_6810	1	1	1	1	1
OG1_5_6811	1	1	1	1	1
OG1_5_6812	1	1	1	1	1
OG1_5_6813	1	1	1	1	1
OG1_5_6814	1	1	1	1	1
OG1_5_6815	1	1	1	1	1
OG1_5_6816	1	1	1	1	1
OG1_5_6817	1	1	1	1	1
OG1_5_6818	1	1	1	1	1
OG1_5_6819	1	1	1	1	1
OG1_5_6820	1	1	1	1	1
OG1_5_6821	1	1	1	1	1
OG1_5_6822	1	1	1	1	1
OG1_5_6823	1	1	1	1	1
OG1_5_6824	1	1	1	1	1
OG1_5_6828	1	1	1	1	1
OG1_5_6829	1	1	1	1	1
OG1_5_6830	1	1	1	1	1
OG1_5_6831	1	1	1	1	1
OG1_5_6832	1	1	1	1	1
OG1_5_6833	1	1	1	1	1
OG1_5_6834	1	1	1	1	1
OG1_5_6835	1	1	1	1	1
OG1_5_6836	1	1	1	1	1
OG1_5_6837	1	1	1	1	1
OG1_5_6838	1	1	1	1	1
OG1_5_6839	1	1	1	1	1
OG1_5_6840	1	1	1	1	1
OG1_5_6841	1	1	1	1	1
OG1_5_6842	1	1	1	1	1
OG1_5_6844	1	1	1	1	1
OG1_5_6845	1	1	1	1	1
OG1_5_6846	1	1	1	1	1
OG1_5_6848	1	1	1	1	1
OG1_5_6850	1	1	1	1	1
OG1_5_6851	1	1	1	1	1
OG1_5_6853	1	1	1	1	1
OG1_5_6854	1	1	1	1	1
OG1_5_6855	1	1	1	1	1
OG1_5_6856	1	1	1	1	1
OG1_5_6857	1	1	1	1	1
OG1_5_6858	1	1	1	1	1
OG1_5_6859	1	1	1	1	1
OG1_5_6860	1	1	1	1	1
OG1_5_6861	1	1	1	1	1
OG1_5_6864	1	1	1	1	1
OG1_5_6866	1	1	1	1	1
OG1_5_6868	1	1	1	1	1
OG1_5_6869	1	1	1	1	1
OG1_5_6870	1	1	1	1	1
OG1_5_6871	1	1	1	1	1
OG1_5_6872	1	1	1	1	1
OG1_5_6873	1	1	1	1	1
OG1_5_6874	1	1	1	1	1
OG1_5_6875	1	1	1	1	1
OG1_5_6877	1	1	1	1	1
OG1_5_6878	1	1	1	1	1
OG1_5_6879	1	1	1	1	1
OG1_5_6880	1	1	1	1	1
OG1_5_6881	1	1	1	1	1
OG1_5_6883	1	1	1	1	1
OG1_5_6884	1	1	1	1	1
OG1_5_6885	1	1	1	1	1
OG1_5_6886	1	1	1	1	1
OG1_5_6887	1	1	1	1	1
OG1_5_6888	1	1	1	1	1
OG1_5_6889	1	1	1	1	1
OG1_5_6890	1	1	1	1	1
OG1_5_6891	1	1	1	1	1
OG1_5_6892	1	1	1	1	1
OG1_5_6893	1	1	1	1	1
OG1_5_6894	1	1	1	1	1
OG1_5_6895	1	1	1	1	1
OG1_5_6897	1	1	1	1	1
OG1_5_6899	1	1	1	1	1
OG1_5_6901	1	1	1	1	1
OG1_5_6902	1	1	1	1	1
OG1_5_6903	1	1	1	1	1
OG1_5_6904	1	1	1	1	1
OG1_5_6905	1	1	1	1	1
OG1_5_6906	1	1	1	1	1
OG1_5_6907	1	1	1	1	1
OG1_5_6908	1	1	1	1	1
OG1_5_6910	1	1	1	1	1
OG1_5_6911	1	1	1	1	1
OG1_5_6912	1	1	1	1	1
OG1_5_6914	1	1	1	1	1
OG1_5_6915	1	1	1	1	1
OG1_5_6916	1	1	1	1	1
OG1_5_6917	1	1	1	1	1
OG1_5_6920	1	1	1	1	1
OG1_5_6921	1	1	1	1	1
OG1_5_6922	1	1	1	1	1
OG1_5_6923	1	1	1	1	1
OG1_5_6924	1	1	1	1	1
OG1_5_6925	1	1	1	1	1
OG1_5_6928	1	1	1	1	1
OG1_5_6929	1	1	1	1	1
OG1_5_6930	1	1	1	1	1
OG1_5_6931	1	1	1	1	1
OG1_5_6933	1	1	1	1	1
OG1_5_6934	1	1	1	1	1
OG1_5_6936	1	1	1	1	1
OG1_5_6937	1	1	1	1	1
OG1_5_6938	1	1	1	1	1
OG1_5_6939	1	1	1	1	1
OG1_5_6942	1	1	1	1	1
OG1_5_6944	1	1	1	1	1
OG1_5_6945	1	1	1	1	1
OG1_5_6946	1	1	1	1	1
OG1_5_6947	1	1	1	1	1
OG1_5_6948	1	1	1	1	1
OG1_5_6950	1	1	1	1	1
OG1_5_6951	1	1	1	1	1
OG1_5_6952	1	1	1	1	1
OG1_5_6953	1	1	1	1	1
OG1_5_6954	1	1	1	1	1
OG1_5_6955	1	1	1	1	1
OG1_5_6956	1	1	1	1	1
OG1_5_6959	1	1	1	1	1
OG1_5_6960	1	1	1	1	1
OG1_5_6961	1	1	1	1	1
OG1_5_6962	1	1	1	1	1
OG1_5_6964	1	1	1	1	1
OG1_5_6965	1	1	1	1	1
OG1_5_6966	1	1	1	1	1
OG1_5_6967	1	1	1	1	1
OG1_5_6968	1	1	1	1	1
OG1_5_6969	1	1	1	1	1
OG1_5_6970	1	1	1	1	1
OG1_5_6971	1	1	1	1	1
OG1_5_6972	1	1	1	1	1
OG1_5_6973	1	1	1	1	1
OG1_5_6974	1	1	1	1	1
OG1_5_6975	1	1	1	1	1
OG1_5_6976	1	1	1	1	1
OG1_5_6978	1	1	1	1	1
OG1_5_6979	1	1	1	1	1
OG1_5_6980	1	1	1	1	1
OG1_5_6981	1	1	1	1	1
OG1_5_6983	1	1	1	1	1
OG1_5_6985	1	1	1	1	1
OG1_5_6986	1	1	1	1	1
OG1_5_6987	1	1	1	1	1
OG1_5_6988	1	1	1	1	1
OG1_5_6989	1	1	1	1	1
OG1_5_6990	1	1	1	1	1
OG1_5_6991	1	1	1	1	1
OG1_5_6992	1	1	1	1	1
OG1_5_6993	1	1	1	1	1
OG1_5_6994	1	1	1	1	1
OG1_5_6995	1	1	1	1	1
OG1_5_6996	1	1	1	1	1
OG1_5_6997	1	1	1	1	1
OG1_5_6998	1	1	1	1	1
OG1_5_6999	1	1	1	1	1
OG1_5_7000	1	1	1	1	1
OG1_5_7002	1	1	1	1	1
OG1_5_7003	1	1	1	1	1
OG1_5_7005	1	1	1	1	1
OG1_5_7006	1	1	1	1	1
OG1_5_7007	1	1	1	1	1
OG1_5_7008	1	1	1	1	1
OG1_5_7012	1	1	1	1	1
OG1_5_7013	1	1	1	1	1
OG1_5_7014	1	1	1	1	1
OG1_5_7015	1	1	1	1	1
OG1_5_7016	1	1	1	1	1
OG1_5_7018	1	1	1	1	1
OG1_5_7019	1	1	1	1	1
OG1_5_7020	1	1	1	1	1
OG1_5_7021	1	1	1	1	1
OG1_5_7022	1	1	1	1	1
OG1_5_7023	1	1	1	1	1
OG1_5_7024	1	1	1	1	1
OG1_5_7025	1	1	1	1	1
OG1_5_7026	1	1	1	1	1
OG1_5_7027	1	1	1	1	1
OG1_5_7028	1	1	1	1	1
OG1_5_7029	1	1	1	1	1
OG1_5_7030	1	1	1	1	1
OG1_5_7031	1	1	1	1	1
OG1_5_7032	1	1	1	1	1
OG1_5_7033	1	1	1	1	1
OG1_5_7034	1	1	1	1	1
OG1_5_7035	1	1	1	1	1
OG1_5_7036	1	1	1	1	1
OG1_5_7037	1	1	1	1	1
OG1_5_7038	1	1	1	1	1
OG1_5_7041	1	1	1	1	1
OG1_5_7042	1	1	1	1	1
OG1_5_7043	1	1	1	1	1
OG1_5_7044	1	1	1	1	1
OG1_5_7045	1	1	1	1	1
OG1_5_7047	1	1	1	1	1
OG1_5_7048	1	1	1	1	1
OG1_5_7049	1	1	1	1	1
OG1_5_7050	1	1	1	1	1
OG1_5_7051	1	1	1	1	1
OG1_5_7052	1	1	1	1	1
OG1_5_7053	1	1	1	1	1
OG1_5_7056	1	1	1	1	1
OG1_5_7057	1	1	1	1	1
OG1_5_7058	1	1	1	1	1
OG1_5_7060	1	1	1	1	1
OG1_5_7061	1	1	1	1	1
OG1_5_7062	1	1	1	1	1
OG1_5_7063	1	1	1	1	1
OG1_5_7065	1	1	1	1	1
OG1_5_7066	1	1	1	1	1
OG1_5_7068	1	1	1	1	1
OG1_5_7069	1	1	1	1	1
OG1_5_7070	1	1	1	1	1
OG1_5_7071	1	1	1	1	1
OG1_5_7072	1	1	1	1	1
OG1_5_7073	1	1	1	1	1
OG1_5_7074	1	1	1	1	1
OG1_5_7076	1	1	1	1	1
OG1_5_7077	1	1	1	1	1
OG1_5_7078	1	1	1	1	1
OG1_5_7079	1	1	1	1	1
OG1_5_7081	1	1	1	1	1
OG1_5_7082	1	1	1	1	1
OG1_5_7084	1	1	1	1	1
OG1_5_7086	1	1	1	1	1
OG1_5_7088	1	1	1	1	1
OG1_5_7089	1	1	1	1	1
OG1_5_7090	1	1	1	1	1
OG1_5_7091	1	1	1	1	1
OG1_5_7092	1	1	1	1	1
OG1_5_7093	1	1	1	1	1
OG1_5_7094	1	1	1	1	1
OG1_5_7095	1	1	1	1	1
OG1_5_7096	1	1	1	1	1
OG1_5_7097	1	1	1	1	1
OG1_5_7098	1	1	1	1	1
OG1_5_7099	1	1	1	1	1
OG1_5_7100	1	1	1	1	1
OG1_5_7101	1	1	1	1	1
OG1_5_7102	1	1	1	1	1
OG1_5_7103	1	1	1	1	1
OG1_5_7104	1	1	1	1	1
OG1_5_7105	1	1	1	1	1
OG1_5_7107	1	1	1	1	1
OG1_5_7109	1	1	1	1	1
OG1_5_7110	1	1	1	1	1
OG1_5_7111	1	1	1	1	1
OG1_5_7112	1	1	1	1	1
OG1_5_7113	1	1	1	1	1
OG1_5_7114	1	1	1	1	1
OG1_5_7115	1	1	1	1	1
OG1_5_7116	1	1	1	1	1
OG1_5_7117	1	1	1	1	1
OG1_5_7118	1	1	1	1	1
OG1_5_7119	1	1	1	1	1
OG1_5_7120	1	1	1	1	1
OG1_5_7121	1	1	1	1	1
OG1_5_7122	1	1	1	1	1
OG1_5_7123	1	1	1	1	1
OG1_5_7124	1	1	1	1	1
OG1_5_7125	1	1	1	1	1
OG1_5_7126	1	1	1	1	1
OG1_5_7127	1	1	1	1	1
OG1_5_7129	1	1	1	1	1
OG1_5_7131	1	1	1	1	1
OG1_5_7133	1	1	1	1	1
OG1_5_7134	1	1	1	1	1
OG1_5_7135	1	1	1	1	1
OG1_5_7136	1	1	1	1	1
OG1_5_7137	1	1	1	1	1
OG1_5_7138	1	1	1	1	1
OG1_5_7139	1	1	1	1	1
OG1_5_7140	1	1	1	1	1
OG1_5_7141	1	1	1	1	1
OG1_5_7142	1	1	1	1	1
OG1_5_7144	1	1	1	1	1
OG1_5_7145	1	1	1	1	1
OG1_5_7146	1	1	1	1	1
OG1_5_7147	1	1	1	1	1
OG1_5_7148	1	1	1	1	1
OG1_5_7149	1	1	1	1	1
OG1_5_7150	1	1	1	1	1
OG1_5_7152	1	1	1	1	1
OG1_5_7153	1	1	1	1	1
OG1_5_7154	1	1	1	1	1
OG1_5_7155	1	1	1	1	1
OG1_5_7156	1	1	1	1	1
OG1_5_7157	1	1	1	1	1
OG1_5_7158	1	1	1	1	1
OG1_5_7159	1	1	1	1	1
OG1_5_7160	1	1	1	1	1
OG1_5_7161	1	1	1	1	1
OG1_5_7162	1	1	1	1	1
OG1_5_7163	1	1	1	1	1
OG1_5_7164	1	1	1	1	1
OG1_5_7165	1	1	1	1	1
OG1_5_7166	1	1	1	1	1
OG1_5_7167	1	1	1	1	1
OG1_5_7168	1	1	1	1	1
OG1_5_7169	1	1	1	1	1
OG1_5_7170	1	1	1	1	1
OG1_5_7171	1	1	1	1	1
OG1_5_7172	1	1	1	1	1
OG1_5_7173	1	1	1	1	1
OG1_5_7176	1	1	1	1	1
OG1_5_7177	1	1	1	1	1
OG1_5_7178	1	1	1	1	1
OG1_5_7179	1	1	1	1	1
OG1_5_7180	1	1	1	1	1
OG1_5_7181	1	1	1	1	1
OG1_5_7182	1	1	1	1	1
OG1_5_7183	1	1	1	1	1
OG1_5_7184	1	1	1	1	1
OG1_5_7185	1	1	1	1	1
OG1_5_7186	1	1	1	1	1
OG1_5_7187	1	1	1	1	1
OG1_5_7188	1	1	1	1	1
OG1_5_7189	1	1	1	1	1
OG1_5_7190	1	1	1	1	1
OG1_5_7191	1	1	1	1	1
OG1_5_7192	1	1	1	1	1
OG1_5_7194	1	1	1	1	1
OG1_5_7195	1	1	1	1	1
OG1_5_7196	1	1	1	1	1
OG1_5_7197	1	1	1	1	1
OG1_5_7198	1	1	1	1	1
OG1_5_7199	1	1	1	1	1
OG1_5_7200	1	1	1	1	1
OG1_5_7201	1	1	1	1	1
OG1_5_7202	1	1	1	1	1
OG1_5_7206	1	1	1	1	1
OG1_5_7207	1	1	1	1	1
OG1_5_7208	1	1	1	1	1
OG1_5_7209	1	1	1	1	1
OG1_5_7212	1	1	1	1	1
OG1_5_7213	1	1	1	1	1
OG1_5_7214	1	1	1	1	1
OG1_5_7215	1	1	1	1	1
OG1_5_7216	1	1	1	1	1
OG1_5_7217	1	1	1	1	1
OG1_5_7219	1	1	1	1	1
OG1_5_7220	1	1	1	1	1
OG1_5_7221	1	1	1	1	1
OG1_5_7223	1	1	1	1	1
OG1_5_7224	1	1	1	1	1
OG1_5_7225	1	1	1	1	1
OG1_5_7226	1	1	1	1	1
OG1_5_7227	1	1	1	1	1
OG1_5_7229	1	1	1	1	1
OG1_5_7230	1	1	1	1	1
OG1_5_7231	1	1	1	1	1
OG1_5_7232	1	1	1	1	1
OG1_5_7233	1	1	1	1	1
OG1_5_7234	1	1	1	1	1
OG1_5_7235	1	1	1	1	1
OG1_5_7236	1	1	1	1	1
OG1_5_7237	1	1	1	1	1
OG1_5_7238	1	1	1	1	1
OG1_5_7239	1	1	1	1	1
OG1_5_7240	1	1	1	1	1
OG1_5_7241	1	1	1	1	1
OG1_5_7242	1	1	1	1	1
OG1_5_7243	1	1	1	1	1
OG1_5_7244	1	1	1	1	1
OG1_5_7245	1	1	1	1	1
OG1_5_7246	1	1	1	1	1
OG1_5_7247	1	1	1	1	1
OG1_5_7248	1	1	1	1	1
OG1_5_7249	1	1	1	1	1
OG1_5_7250	1	1	1	1	1
OG1_5_7251	1	1	1	1	1
OG1_5_7252	1	1	1	1	1
OG1_5_7253	1	1	1	1	1
OG1_5_7254	1	1	1	1	1
OG1_5_7255	1	1	1	1	1
OG1_5_7256	1	1	1	1	1
OG1_5_7257	1	1	1	1	1
OG1_5_7258	1	1	1	1	1
OG1_5_7259	1	1	1	1	1
OG1_5_7260	1	1	1	1	1
OG1_5_7261	1	1	1	1	1
OG1_5_7263	1	1	1	1	1
OG1_5_7264	1	1	1	1	1
OG1_5_7265	1	1	1	1	1
OG1_5_7266	1	1	1	1	1
OG1_5_7267	1	1	1	1	1
OG1_5_7269	1	1	1	1	1
OG1_5_7270	1	1	1	1	1
OG1_5_7273	1	1	1	1	1
OG1_5_7274	1	1	1	1	1
OG1_5_7275	1	1	1	1	1
OG1_5_7279	1	1	1	1	1
OG1_5_7280	1	1	1	1	1
OG1_5_7281	1	1	1	1	1
OG1_5_7283	1	1	1	1	1
OG1_5_7284	1	1	1	1	1
OG1_5_7285	1	1	1	1	1
OG1_5_7286	1	1	1	1	1
OG1_5_7288	1	1	1	1	1
OG1_5_7289	1	1	1	1	1
OG1_5_7290	1	1	1	1	1
OG1_5_7291	1	1	1	1	1
OG1_5_7292	1	1	1	1	1
OG1_5_7293	1	1	1	1	1
OG1_5_7294	1	1	1	1	1
OG1_5_7295	1	1	1	1	1
OG1_5_7296	1	1	1	1	1
OG1_5_7297	1	1	1	1	1
OG1_5_7298	1	1	1	1	1
OG1_5_7300	1	1	1	1	1
OG1_5_7301	1	1	1	1	1
OG1_5_7302	1	1	1	1	1
OG1_5_7303	1	1	1	1	1
OG1_5_7305	1	1	1	1	1
OG1_5_7306	1	1	1	1	1
OG1_5_7307	1	1	1	1	1
OG1_5_7308	1	1	1	1	1
OG1_5_7309	1	1	1	1	1
OG1_5_7310	1	1	1	1	1
OG1_5_7311	1	1	1	1	1
OG1_5_7312	1	1	1	1	1
OG1_5_7313	1	1	1	1	1
OG1_5_7314	1	1	1	1	1
OG1_5_7315	1	1	1	1	1
OG1_5_7316	1	1	1	1	1
OG1_5_7317	1	1	1	1	1
OG1_5_7318	1	1	1	1	1
OG1_5_7319	1	1	1	1	1
OG1_5_7320	1	1	1	1	1
OG1_5_7322	1	1	1	1	1
OG1_5_7323	1	1	1	1	1
OG1_5_7324	1	1	1	1	1
OG1_5_7325	1	1	1	1	1
OG1_5_7326	1	1	1	1	1
OG1_5_7327	1	1	1	1	1
OG1_5_7328	1	1	1	1	1
OG1_5_7329	1	1	1	1	1
OG1_5_7330	1	1	1	1	1
OG1_5_7331	1	1	1	1	1
OG1_5_7332	1	1	1	1	1
OG1_5_7333	1	1	1	1	1
OG1_5_7334	1	1	1	1	1
OG1_5_7335	1	1	1	1	1
OG1_5_7337	1	1	1	1	1
OG1_5_7339	1	1	1	1	1
OG1_5_7340	1	1	1	1	1
OG1_5_7341	1	1	1	1	1
OG1_5_7342	1	1	1	1	1
OG1_5_7343	1	1	1	1	1
OG1_5_7345	1	1	1	1	1
OG1_5_7346	1	1	1	1	1
OG1_5_7347	1	1	1	1	1
OG1_5_7348	1	1	1	1	1
OG1_5_7350	1	1	1	1	1
OG1_5_7351	1	1	1	1	1
OG1_5_7352	1	1	1	1	1
OG1_5_7353	1	1	1	1	1
OG1_5_7354	1	1	1	1	1
OG1_5_7355	1	1	1	1	1
OG1_5_7356	1	1	1	1	1
OG1_5_7357	1	1	1	1	1
OG1_5_7358	1	1	1	1	1
OG1_5_7359	1	1	1	1	1
OG1_5_7360	1	1	1	1	1
OG1_5_7361	1	1	1	1	1
OG1_5_7362	1	1	1	1	1
OG1_5_7363	1	1	1	1	1
OG1_5_7364	1	1	1	1	1
OG1_5_7366	1	1	1	1	1
OG1_5_7367	1	1	1	1	1
OG1_5_7369	1	1	1	1	1
OG1_5_7370	1	1	1	1	1
OG1_5_7371	1	1	1	1	1
OG1_5_7372	1	1	1	1	1
OG1_5_7373	1	1	1	1	1
OG1_5_7374	1	1	1	1	1
OG1_5_7375	1	1	1	1	1
OG1_5_7376	1	1	1	1	1
OG1_5_7377	1	1	1	1	1
OG1_5_7378	1	1	1	1	1
OG1_5_7380	1	1	1	1	1
OG1_5_7381	1	1	1	1	1
OG1_5_7382	1	1	1	1	1
OG1_5_7385	1	1	1	1	1
OG1_5_7386	1	1	1	1	1
OG1_5_7387	1	1	1	1	1
OG1_5_7388	1	1	1	1	1
OG1_5_7389	1	1	1	1	1
OG1_5_7390	1	1	1	1	1
OG1_5_7391	1	1	1	1	1
OG1_5_7392	1	1	1	1	1
OG1_5_7393	1	1	1	1	1
OG1_5_7394	1	1	1	1	1
OG1_5_7395	1	1	1	1	1
OG1_5_7396	1	1	1	1	1
OG1_5_7397	1	1	1	1	1
OG1_5_7398	1	1	1	1	1
OG1_5_7399	1	1	1	1	1
OG1_5_7400	1	1	1	1	1
OG1_5_7401	1	1	1	1	1
OG1_5_7402	1	1	1	1	1
OG1_5_7403	1	1	1	1	1
OG1_5_7404	1	1	1	1	1
OG1_5_7405	1	1	1	1	1
OG1_5_7406	1	1	1	1	1
OG1_5_7407	1	1	1	1	1
OG1_5_7408	1	1	1	1	1
OG1_5_7409	1	1	1	1	1
OG1_5_7410	1	1	1	1	1
OG1_5_7411	1	1	1	1	1
OG1_5_7413	1	1	1	1	1
OG1_5_7414	1	1	1	1	1
OG1_5_7415	1	1	1	1	1
OG1_5_7416	1	1	1	1	1
OG1_5_7417	1	1	1	1	1
OG1_5_7418	1	1	1	1	1
OG1_5_7419	1	1	1	1	1
OG1_5_7420	1	1	1	1	1
OG1_5_7421	1	1	1	1	1
OG1_5_7422	1	1	1	1	1
OG1_5_7425	1	1	1	1	1
OG1_5_7426	1	1	1	1	1
OG1_5_7427	1	1	1	1	1
OG1_5_7428	1	1	1	1	1
OG1_5_7429	1	1	1	1	1
OG1_5_7430	1	1	1	1	1
OG1_5_7432	1	1	1	1	1
OG1_5_7433	1	1	1	1	1
OG1_5_7434	1	1	1	1	1
OG1_5_7435	1	1	1	1	1
OG1_5_7436	1	1	1	1	1
OG1_5_7437	1	1	1	1	1
OG1_5_7438	1	1	1	1	1
OG1_5_7440	1	1	1	1	1
OG1_5_7441	1	1	1	1	1
OG1_5_7442	1	1	1	1	1
OG1_5_7443	1	1	1	1	1
OG1_5_7444	1	1	1	1	1
OG1_5_7445	1	1	1	1	1
OG1_5_7446	1	1	1	1	1
OG1_5_7447	1	1	1	1	1
OG1_5_7448	1	1	1	1	1
OG1_5_7449	1	1	1	1	1
OG1_5_7450	1	1	1	1	1
OG1_5_7451	1	1	1	1	1
OG1_5_7452	1	1	1	1	1
OG1_5_7454	1	1	1	1	1
OG1_5_7455	1	1	1	1	1
OG1_5_7457	1	1	1	1	1
OG1_5_7458	1	1	1	1	1
OG1_5_7459	1	1	1	1	1
OG1_5_7460	1	1	1	1	1
OG1_5_7461	1	1	1	1	1
OG1_5_7463	1	1	1	1	1
OG1_5_7464	1	1	1	1	1
OG1_5_7465	1	1	1	1	1
OG1_5_7468	1	1	1	1	1
OG1_5_7469	1	1	1	1	1
OG1_5_7471	1	1	1	1	1
OG1_5_7472	1	1	1	1	1
OG1_5_7473	1	1	1	1	1
OG1_5_7475	1	1	1	1	1
OG1_5_7476	1	1	1	1	1
OG1_5_7478	1	1	1	1	1
OG1_5_7480	1	1	1	1	1
OG1_5_7481	1	1	1	1	1
OG1_5_7482	1	1	1	1	1
OG1_5_7483	1	1	1	1	1
OG1_5_7485	1	1	1	1	1
OG1_5_7486	1	1	1	1	1
OG1_5_7487	1	1	1	1	1
OG1_5_7489	1	1	1	1	1
OG1_5_7491	1	1	1	1	1
OG1_5_7492	1	1	1	1	1
OG1_5_7493	1	1	1	1	1
OG1_5_7495	1	1	1	1	1
OG1_5_7496	1	1	1	1	1
OG1_5_7497	1	1	1	1	1
OG1_5_7498	1	1	1	1	1
OG1_5_7499	1	1	1	1	1
OG1_5_7500	1	1	1	1	1
OG1_5_7501	1	1	1	1	1
OG1_5_7502	1	1	1	1	1
OG1_5_7503	1	1	1	1	1
OG1_5_7504	1	1	1	1	1
OG1_5_7505	1	1	1	1	1
OG1_5_7507	1	1	1	1	1
OG1_5_7508	1	1	1	1	1
OG1_5_7509	1	1	1	1	1
OG1_5_7510	1	1	1	1	1
